kingdom;phylum;class;order;family;species;iNatClass;first_level;second_level;third_level;fourth_level;fifth_level;observations_per_species;second_level_taxonomic_rank;third_level_taxonomic_rank;fourth_level_taxonomic_rank;fifth_level_taxonomic_rank;Observations;Average_observations_per_species_for_the_family
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Leioderma sorediatum;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;39;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Leptogidium contortum;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;3;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Leptogidium dendriscum;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;52;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Moelleropsis nebulosa;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;10;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria conoplea;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;526;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria hookeri;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria lurida;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;187;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria rubiginella;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria rubiginosa;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;359;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pannaria tavaresii;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;9;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Parmeliella appalachensis;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Parmeliella corallinoides;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Parmeliella parvula;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;3;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Parmeliella triptophylla;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Pectenia plumbea;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;732;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Protopannaria pezizoides;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;368;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Psoroma hypnorum;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;227;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Psoroma nivale;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Psoroma tenue;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Rockefellera crossophylla;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Santessoniella arctophila;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;0;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Steineropsis alaskana;Fungi;Fungi;Lecanoromycetes;Peltigerales;Pannariaceae;0;1;Class;Order;Family;NA;3222;70
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Ahtiana aurescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;54;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Ahtiana pallidula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;45;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Ahtiana sphaerosporella;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;45;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria fallacina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria imshaugii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;6;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria ochroleuca;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;255;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria sarmentosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1264;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria sorediosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria vancouverensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;34;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria vexillifera;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;6;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Allantoparmelia almquistii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Allantoparmelia alpicola;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;13;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Allocetraria madreporiformis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Anzia colpodes;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;117;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctocetraria andrejevii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctocetraria nigricascens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctoparmelia centrifuga;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;325;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctoparmelia incurva;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;128;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctoparmelia separata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;5;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Arctoparmelia subcentrifuga;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;27;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Asahinea chrysantha;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;30;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Asahinea scholanderi;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;7;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Brodoa oroarctica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;28;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryocaulon divergens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;38;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryocaulon pseudosatoanum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria americana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria bicolor;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;27;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria carlottae;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria cervinula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria fremontii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;64;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria furcellata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;484;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria fuscescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;302;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria glabra;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria inactiva;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria irwinii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria kockiana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria nadvornikiana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;34;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria nitidula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria pseudofuscescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;14;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria salazinica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria simplicior;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria tenuis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bryoria trichodes;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;46;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria aculeata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;244;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria arenaria;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;270;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria ericetorum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;98;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria islandica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;125;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria kamczatica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria laevigata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;32;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria muricata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;11;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria nigricans;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetraria odontella;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrariella commixta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrariella delisei;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;12;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrariella fastigiata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrelia alaskana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrelia cetrarioides;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;240;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrelia chicitae;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;32;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrelia monachorum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cetrelia olivetorum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;247;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Cornicularia normoerica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;15;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Dactylina arctica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;553;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Dactylina beringica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Dactylina ramulosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;139;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Dolichousnea longissima;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Esslingeriana idahoensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;19;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia divaricata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;22;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia mesomorpha;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3338;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia perfragilis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;21;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia prunastri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3224;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavocetraria cucullata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;451;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavocetraria nivalis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;990;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavoparmelia baltimorensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;191;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavoparmelia caperata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3203;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavopunctelia flaventior;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;825;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavopunctelia soredica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;304;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Gowardia arctica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Gowardia nigricans;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;53;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia apinnata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;49;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia austerodes;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;79;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia bitteri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;24;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia canadensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;8;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia dichroma;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia duplicata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;128;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia enteromorpha;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;406;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia farinacea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia heterophylla;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;33;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia hultenii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;115;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia imshaugii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;945;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia inactiva;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;69;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia incurvoides;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;94;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia krogiae;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;167;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia lophyrea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;60;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia occidentalis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;76;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia oceanica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;6;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia physodes;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3218;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia protea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia pulverata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;7;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia recurva;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia rugosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;31;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia salsa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia subobscura;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;8;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia tubulosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;779;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia verruculosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia vittata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;36;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia wilfiana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;34;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna afrorevoluta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;23;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna britannica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
